Stock	Country	Year	CatchCategory	ReportingCategory	CATONRaisedOrImported	MisreportedArea	Area	Season	SeasonType	Fleet	CATON	Effort	UnitEffort	OfficialLandings	SampledOrEstimated	Sex	AgeOrLength	AgeOrLengthType	CANUM	WECA	LECA	SampledCatch	No. of Length Samples	No. of Length Measured	No. of Age Samples	No. Age Readings
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	1762.00	3129	kWd	2000	Estimated_Distribution	Undetermined	11	Age	17.71	657.24	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	1762.00	3129	kWd	2000	Estimated_Distribution	Undetermined	12	Age	4.11	829.52	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	1762.00	3129	kWd	2000	Estimated_Distribution	Undetermined	13	Age	1.22	847.21	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	1762.00	3129	kWd	2000	Estimated_Distribution	Undetermined	14	Age	0.75	875.13	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	1	Age	313.67	91.87	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	2	Age	8144.93	112.48	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	3	Age	10160.44	148.91	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	4	Age	5869.45	178.34	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	5	Age	4286.66	222.22	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	6	Age	3599.66	256.90	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	7	Age	1551.96	312.82	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	8	Age	708.82	425.69	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	9	Age	302.22	531.35	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	10	Age	77.30	654.11	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	11	Age	61.48	657.24	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	12	Age	14.28	829.52	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	13	Age	4.24	847.21	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	6118.00	12322	kWd	6000	Estimated_Distribution	Undetermined	14	Age	2.62	875.13	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	1	Age	72.70	91.87	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	2	Age	1887.79	112.48	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	3	Age	2354.94	148.91	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	4	Age	1360.39	178.34	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	5	Age	993.54	222.22	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	6	Age	834.31	256.90	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	7	Age	359.70	312.82	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	8	Age	164.29	425.69	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	9	Age	70.05	531.35	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	10	Age	17.92	654.11	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	11	Age	14.25	657.24	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	12	Age	3.31	829.52	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	13	Age	0.98	847.21	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	1418.50	12322	kWd		Estimated_Distribution	Undetermined	14	Age	0.61	875.13	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	1	Age	18.71	91.87	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	2	Age	485.93	112.48	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	3	Age	606.17	148.91	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	4	Age	350.17	178.34	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	5	Age	255.74	222.22	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	6	Age	214.76	256.90	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	7	Age	92.59	312.82	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	8	Age	42.29	425.69	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	9	Age	18.03	531.35	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	10	Age	4.61	654.11	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	11	Age	3.67	657.24	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	12	Age	0.85	829.52	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	13	Age	0.25	847.21	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	365.87	21600	kWd		Estimated_Distribution	Undetermined	14	Age	0.16	875.13	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1578.00	21600	kWd	2000	Estimated_Distribution	Undetermined	1	Age	80.91	91.87	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1578.00	21600	kWd	2000	Estimated_Distribution	Undetermined	2	Age	2100.80	112.48	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1578.00	21600	kWd	2000	Estimated_Distribution	Undetermined	3	Age	2620.66	148.91	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1578.00	21600	kWd	2000	Estimated_Distribution	Undetermined	4	Age	1513.89	178.34	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1578.00	21600	kWd	2000	Estimated_Distribution	Undetermined	5	Age	1105.65	222.22	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1578.00	21600	kWd	2000	Estimated_Distribution	Undetermined	6	Age	928.45	256.90	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1578.00	21600	kWd	2000	Estimated_Distribution	Undetermined	7	Age	400.29	312.82	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1578.00	21600	kWd	2000	Estimated_Distribution	Undetermined	8	Age	182.82	425.69	-9.00	0	0	0	0	0
meg.27.7b-k8abd	Belgium	2024	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1578.00	21600	kWd	2000	Estimated_Distribution	Undetermined	9	Age	77.95	531.35	-9.00	0	0	0	0	0
