Stock	Country	Year	CatchCategory	ReportingCategory	CATONRaisedOrImported	Area	Season	SeasonType	Fleet	CATON	Effort	UnitEffort	SampledOrEstimated	Age	CANUM	WECA
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	159	472	kWd	Estimated_Distribution	15	0.05	678.63
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	159	472	kWd	Estimated_Distribution	16	0.02	1074.96
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	1	1.85	35.93
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	2	16.07	98.72
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	3	52.56	141.93
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	4	46.5	178.47
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	5	17.78	210.4
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	6	13.47	261.9
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	7	5.96	360.91
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	8	2.73	396.26
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	9	1.17	530.7
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	10	0.41	645.42
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	11	0.18	759.77
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	12	0.11	670.08
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	13	0.01	796.51
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	14	0.01	1085.51
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	15	0.01	678.63
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.e	1	Quarter	OTB_DEF_100-119_0_0_all	28.77	472	kWd	Estimated_Distribution	16	0	1074.96
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	1	2.24	35.93
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	2	19.52	98.72
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	3	63.82	141.93
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	4	56.46	178.47
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	5	21.59	210.4
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	6	16.36	261.9
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	7	7.24	360.91
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	8	3.31	396.26
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	9	1.42	530.7
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	10	0.49	645.42
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	11	0.22	759.77
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	12	0.13	670.08
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	13	0.01	796.51
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	14	0.01	1085.51
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	15	0.01	678.63
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	34.92	267	kWd	Estimated_Distribution	16	0	1074.96
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	1	12.74	35.93
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	2	110.8	98.72
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	3	362.27	141.93
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	4	320.51	178.47
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	5	122.55	210.4
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	6	92.86	261.9
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	7	41.09	360.91
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	8	18.79	396.26
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	9	8.08	530.7
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	10	2.81	645.42
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	11	1.26	759.77
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	12	0.73	670.08
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	13	0.06	796.51
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	14	0.06	1085.51
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	15	0.06	678.63
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_>=120_0_0_all	193	267	kWd	Estimated_Distribution	16	0.03	1074.96
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	1	63.65	35.93
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	2	553.42	98.72
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	3	1809.45	141.93
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	4	1600.9	178.47
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	5	612.1	210.4
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	6	463.82	261.9
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	7	205.24	360.91
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	8	93.85	396.26
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	9	40.35	530.7
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	10	14.03	645.42
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	11	6.31	759.77
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	12	3.63	670.08
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	13	0.3	796.51
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	14	0.28	1085.51
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	15	0.32	678.63
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	964	1001	kWd	Estimated_Distribution	16	0.13	1074.96
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	1	11.49	35.93
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	2	99.89	98.72
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	3	326.6	141.93
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	4	288.96	178.47
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	5	110.48	210.4
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	6	83.72	261.9
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	7	37.05	360.91
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	8	16.94	396.26
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	9	7.28	530.7
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	10	2.53	645.42
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	11	1.14	759.77
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	12	0.66	670.08
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	13	0.05	796.51
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	14	0.05	1085.51
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	15	0.06	678.63
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.f	1	Quarter	OTB_DEF_100-119_0_0_all	174.42	1001	kWd	Estimated_Distribution	16	0.02	1074.96
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	1	212.87	35.93
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	2	1850.87	98.72
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	3	6051.52	141.93
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	4	5354.06	178.47
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	5	2047.12	210.4
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	6	1551.21	261.9
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	7	686.41	360.91
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	8	313.88	396.26
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	9	134.95	530.7
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	10	46.91	645.42
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	11	21.09	759.77
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	12	12.15	670.08
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	13	1.01	796.51
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	14	0.92	1085.51
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	15	1.07	678.63
meg.27.7b-k8abd	Belgium	2025	Landings	Reported	Imported_Data	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	3224	5195	kWd	Estimated_Distribution	16	0.43	1074.96
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	1	38.49	35.93
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	2	334.69	98.72
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	3	1094.3	141.93
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	4	968.18	178.47
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	5	370.18	210.4
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	6	280.51	261.9
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	7	124.12	360.91
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	8	56.76	396.26
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	9	24.4	530.7
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	10	8.48	645.42
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	11	3.81	759.77
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	12	2.2	670.08
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	13	0.18	796.51
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	14	0.17	1085.51
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	15	0.19	678.63
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	583.33	5195	kWd	Estimated_Distribution	16	0.08	1074.96
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	1	85.51	35.93
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	2	743.45	98.72
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	3	2430.74	141.93
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	4	2150.59	178.47
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	5	822.28	210.4
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	6	623.08	261.9
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	7	275.71	360.91
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	8	126.08	396.26
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	9	54.21	530.7
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	10	18.84	645.42
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	11	8.47	759.77
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	12	4.88	670.08
meg.27.7b-k8abd	Belgium	2025	Discards	Reported	Raised_Discards	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1295.48	31288	kWd	Estimated_Distribution	13	0.41	796.51
