
Stock	Country	Year	CatchCategory	ReportingCategory	CATONRaisedOrImported	MisreportedArea	Area	Season	SeasonType	Fleet	CATON	Effort	UnitEffort	OfficialLandings	SampledOrEstimated	Sex	AgeOrLength	AgeOrLengthType	CANUM	WECA	LECA	SampledCatch	No. of Length Samples	No. of Length Measured	No. of Age Samples	No. Age Readings
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_>=120_0_0_all	8989.00	15748	kWd	9000	Estimated_Distribution	Undetermined	14	Age	8.12	879.53		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	1	Age	990.42	32.72		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	2	Age	6231.13	113.41		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	3	Age	8711.44	146.26		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	4	Age	5512.73	187.50		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	5	Age	6144.16	222.26		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	6	Age	2597.97	271.52		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	7	Age	1451.99	333.20		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	8	Age	719.96	426.34		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	9	Age	172.07	592.21		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	10	Age	100.99	614.65		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	11	Age	39.55	757.06		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	12	Age	23.03	871.88		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	13	Age	11.85	847.97		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	5988.00	20607	kWd	6000	Estimated_Distribution	Undetermined	14	Age	5.41	879.53		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	1	Age	219.98	32.72		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	2	Age	1384.00	113.41		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	3	Age	1934.90	146.26		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	4	Age	1224.44	187.50		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	5	Age	1364.68	222.26		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	6	Age	577.04	271.52		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	7	Age	322.50	333.20		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	8	Age	159.91	426.34		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	9	Age	38.22	592.21		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	10	Age	22.43	614.65		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	11	Age	8.79	757.06		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	12	Age	5.12	871.88		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	13	Age	2.63	847.97		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.g	1	Quarter	OTB_DEF_100-119_0_0_all	1330.09	20607	kWd		Estimated_Distribution	Undetermined	14	Age	1.20	879.53		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	1	Age	4.30	32.72		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	2	Age	27.06	113.41		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	3	Age	37.83	146.26		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	4	Age	23.94	187.50		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	5	Age	26.68	222.26		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	6	Age	11.28	271.52		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	7	Age	6.30	333.20		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	8	Age	3.13	426.34		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	9	Age	0.75	592.21		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	10	Age	0.44	614.65		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	11	Age	0.17	757.06		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	12	Age	0.10	871.88		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	13	Age	0.05	847.97		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	26.43	190	kWd		Estimated_Distribution	Undetermined	14	Age	0.02	879.53		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	1	Age	19.68	32.72		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	2	Age	123.83	113.41		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	3	Age	173.12	146.26		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	4	Age	109.55	187.50		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	5	Age	122.10	222.26		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	6	Age	51.63	271.52		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	7	Age	28.86	333.20		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	8	Age	14.31	426.34		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	9	Age	3.42	592.21		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	10	Age	2.01	614.65		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	11	Age	0.79	757.06		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	12	Age	0.46	871.88		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	13	Age	0.24	847.97		0	0	0	0	0
meg.27.7b-k8abd	Belgium	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0_all	119.00	190	kWd	0	Estimated_Distribution	Undetermined	14	Age	0.11	879.53		0	0	0	0	0
